Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,Sentiment_Score_transformed,Return,Backward_Volatility,Forward_Volatility,Sentiment_lag_1,Sentiment_lag_2,Sentiment_lag_3,Sentiment_lag_4,Sentiment_lag_5,Response,Response_lag_1,Response_lag_2,Response_lag_3,Response_lag_4,Response_lag_5,Sum_of_lagged_response
2021-11-08,151.4100037,151.5700073,150.1600037,150.4400024,149.5719147,55020900,AAPL,0.0,-0.0055525939097244015,0.006616532579528294,0.012207929107263695,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,3
2021-11-09,150.1999969,151.4299927,150.0599976,150.8099976,149.9397888,56787900,AAPL,0.0,0.0024594203276882,0.006600820491688405,0.01201615822068274,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,2
2021-11-10,150.0200043,150.1300049,147.8500061,147.9199982,147.066452,65187100,AAPL,0.8329088985919952,-0.019163181791602923,0.0059990230901626,0.012418207749337527,0.8329088985919952,0.8329088985919952,0.8329088985919952,0.8329088985919952,0.8329088985919952,0,1,0,1,0,1,3
2021-11-11,148.9600067,149.4299927,147.6799927,147.8699951,147.0167542,41000000,AAPL,0.0,-0.00033804151303729046,0.008790849202519565,0.007825202881205534,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,2
2021-11-12,148.4299927,150.3999939,147.4799957,149.9900055,149.124527,63804000,AAPL,0.0,0.014336988369860304,0.0090121101922148,0.010752651442791068,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,2
2021-11-15,150.3699951,151.8800049,149.4299927,150.0,149.1344604,59222800,AAPL,0.0,0.00006663443985277517,0.012207929107263695,0.01088518661145143,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,2
2021-11-16,149.9400024,151.4900055,149.3399963,151.0,150.1286774,59256200,AAPL,0.0,0.006666666666666599,0.01201615822068274,0.01002773880977787,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,3
2021-11-17,151.0,155.0,150.9900055,153.4900055,152.6043091,88807000,AAPL,0.0,0.01649010264900652,0.012418207749337527,0.0109726938492366,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,2
2021-11-18,153.7100067,158.6699982,153.0500031,157.8699951,156.9590454,137827700,AAPL,0.0,0.028535992201785598,0.007825202881205535,0.011633666161224876,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,3
2021-11-19,157.6499939,161.0200043,156.5299988,160.5500031,159.6235657,117305600,AAPL,0.0,0.016976044107066546,0.010752651442791068,0.018093918728547598,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,4
2021-11-22,161.6799927,165.6999969,161.0,161.0200043,160.0908661,117467900,AAPL,0.2531563341617584,0.0029274443533162664,0.01088518661145143,0.019409553622489962,0.2531563341617584,0.2531563341617584,0.2531563341617584,0.2531563341617584,0.2531563341617584,1,1,1,1,0,1,4
2021-11-23,161.1199951,161.8000031,159.0599976,161.4100037,160.4786224,96041900,AAPL,0.2933526635169983,0.0024220555805809507,0.01002773880977787,0.024211363872378086,0.2933526635169983,0.2933526635169983,0.2933526635169983,0.2933526635169983,0.2933526635169983,1,1,1,1,1,0,4
2021-11-24,160.75,162.1399994,159.6399994,161.9400024,161.0055695,69463600,AAPL,0.0,0.003283555466518928,0.0109726938492366,0.02451888079005579,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,5
2021-11-26,159.5700073,160.4499969,156.3600006,156.8099976,155.9051666,76959800,AAPL,0.0,-0.03167842857831149,0.011633666161224876,0.024980221965663574,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,5
2021-11-29,159.3699951,161.1900024,158.7899933,160.2400055,159.3153687,88748200,AAPL,0.0,0.021873655713900764,0.018093918728547598,0.019046581728480005,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,1,4
2021-11-30,159.9900055,165.5200043,159.9199982,165.3000031,164.3461761,174048100,AAPL,0.0,0.03157761748828691,0.01940955362248996,0.01897221464396159,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,4
2021-12-01,167.4799957,170.3000031,164.5299988,164.7700043,163.8192444,152052500,AAPL,0.0,-0.003206284271388471,0.024211363872378083,0.020288739231424085,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,1,4
2021-12-02,158.7400055,164.1999969,157.8000031,163.7599945,162.8150635,136739200,AAPL,0.0,-0.0061298159473314184,0.024518880790055788,0.020292504080383657,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,3
2021-12-03,164.0200043,164.9600067,159.7200012,161.8399963,160.9061127,118023100,AAPL,0.0,-0.01172446424331075,0.02498022196566357,0.019609858222371972,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,2
2021-12-06,164.2899933,167.8800049,164.2799988,165.3200073,164.3660583,107497000,AAPL,0.0,0.02150278719451504,0.019046581728480002,0.01445570672732319,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,3
2021-12-07,169.0800018,171.5800018,168.3399963,171.1799927,170.1922302,120405400,AAPL,0.25720125436782837,0.03544631708953494,0.018972214643961587,0.023520146857081457,0.25720125436782837,0.25720125436782837,0.25720125436782837,0.25720125436782837,0.25720125436782837,1,1,1,0,0,1,3
2021-12-08,172.1300049,175.9600067,170.6999969,175.0800018,174.0697479,116998900,AAPL,0.0,0.02278308953333652,0.02028873923142408,0.020804139765885334,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,3
2021-12-09,174.9100037,176.75,173.9199982,174.5599976,173.5527344,108923700,AAPL,0.5372444987297058,-0.0029700947832637103,0.02029250408038365,0.02221812915857442,0.5372444987297058,0.5372444987297058,0.5372444987297058,0.5372444987297058,0.5372444987297058,1,1,1,1,1,0,4
2021-12-10,175.2100067,179.6300049,174.6900024,179.4499969,178.414505,115402700,AAPL,0.0,0.028013286934188253,0.019609858222371965,0.030019964065620425,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,5
2021-12-13,181.1199951,182.1300049,175.5299988,175.7400055,174.7259369,153237000,AAPL,0.0,-0.02067423496288734,0.014455706727323178,0.024830115132147487,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,4
2021-12-14,175.25,177.7400055,172.2100067,174.3300018,173.3240662,139380400,AAPL,0.0,-0.00802323691744733,0.02352014685708145,0.02399947654189821,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1,3
2021-12-15,175.1100006,179.5,172.3099976,179.3000031,178.2653961,131063300,AAPL,0.0,0.02850915647727592,0.020804139765885327,0.026547391307455516,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,3
2021-12-16,179.2799988,181.1399994,170.75,172.2599945,171.2659912,150185800,AAPL,0.0,-0.039263850966436475,0.022218129158574414,0.023307489109984775,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,3
2021-12-17,169.9299927,173.4700012,169.6900024,171.1399994,170.1524811,195432700,AAPL,0.0,-0.006501771367466325,0.03001996406562042,0.012356574161405157,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,2
2021-12-20,168.2799988,170.5800018,167.4600067,169.75,168.7704926,107499100,AAPL,0.6609497964382172,-0.008122001898289044,0.02483011513214748,0.012711521034808835,0.6609497964382172,0.6609497964382172,0.6609497964382172,0.6609497964382172,0.6609497964382172,1,0,0,1,1,0,2
2021-12-21,171.5599976,173.1999969,169.1199951,172.9900055,171.9917908,91185900,AAPL,0.0,0.019086924889543333,0.0239994765418982,0.011860519172519941,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,1,3
2021-12-22,173.0399933,175.8600006,172.1499939,175.6399994,174.6264954,92135300,AAPL,0.0,0.015318768805981708,0.02654739130745551,0.011622477982892464,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,2
2021-12-23,175.8500061,176.8500061,175.2700043,176.2799988,175.2628021,68356600,AAPL,0.6094651818275452,0.003643813494569992,0.023307489109984765,0.01198171244629437,0.6094651818275452,0.6094651818275452,0.6094651818275452,0.6094651818275452,0.6094651818275452,0,0,0,1,0,0,1
2021-12-27,177.0899963,180.4199982,177.0700073,180.3300018,179.2894592,74919600,AAPL,0.0,0.022974829972599364,0.012356574161405133,0.0123043467155976,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1
2021-12-28,180.1600037,181.3300018,178.5299988,179.2899933,178.2554474,79144300,AAPL,0.0,-0.005767251647640137,0.01271152103480881,0.013190554892121271,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
2021-12-29,179.3300018,180.6300049,178.1399994,179.3800049,178.3449402,62348900,AAPL,0.0,0.0005020447507595449,0.011860519172519913,0.01449869743620691,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2021-12-30,179.4700012,180.5700073,178.0899963,178.1999969,177.1717224,59773000,AAPL,0.31227946281433105,-0.00657825826606373,0.011622477982892437,0.018911167961395338,0.31227946281433105,0.31227946281433105,0.31227946281433105,0.31227946281433105,0.31227946281433105,1,0,0,0,0,0,0
2021-12-31,178.0899963,179.2299957,177.2599945,177.5700073,176.5453949,64062300,AAPL,0.0,-0.0035352952354625877,0.011981712446294344,0.019664265684761314,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
2022-01-03,177.8300018,182.8800049,177.7100067,182.0099945,180.9597321,104487900,AAPL,0.0,0.025004150574250872,0.012304346715597573,0.019959800691818796,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,2
2022-01-04,182.6300049,182.9400024,179.1199951,179.6999969,178.6630707,99310400,AAPL,0.5563043057918549,-0.012691597548507128,0.013190554892121247,0.01168245997090644,0.5563043057918549,0.5563043057918549,0.5563043057918549,0.5563043057918549,0.5563043057918549,1,1,1,1,0,0,3
2022-01-05,179.6100006,180.1699982,174.6399994,174.9199982,173.9106598,94537600,AAPL,0.0,-0.02659988192798901,0.014498697436206888,0.016880648754694756,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,4
2022-01-06,172.6999969,175.3000031,171.6399994,172.0,171.0075073,96904000,AAPL,0.0,-0.0166933354107478,0.018911167961395317,0.011886166866749205,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,5
2022-01-07,172.8899994,174.1399994,171.0299988,172.1699982,171.1765137,86709100,AAPL,0.0,0.0009883616279069418,0.019664265684761293,0.01275685921037594,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,1,4
2022-01-10,169.0800018,172.5,168.1699982,172.1900024,171.1964264,106765600,AAPL,0.0,0.0001161886519667199,0.01995980069181878,0.012945408246620552,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1,4
2022-01-11,172.3200073,175.1799927,170.8200073,175.0800018,174.0697479,76138300,AAPL,0.0,0.016783781634931882,0.01168245997090641,0.015789666233557206,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,3
2022-01-12,176.1199951,177.1799927,174.8200073,175.5299988,174.5171356,74805200,AAPL,0.0,0.002570236436906459,0.016880648754694735,0.012924582360900537,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,3
2022-01-13,175.7799988,176.6199951,171.7899933,172.1900024,171.1964264,84505800,AAPL,0.0,-0.01902806598777229,0.011886166866749176,0.010844073385420759,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,2
2022-01-14,171.3399963,173.7799988,171.0899963,173.0700073,172.0713501,80440800,AAPL,0.0,0.005110661988120047,0.012756859210375913,0.01029809103080221,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,3
2022-01-18,171.5099945,172.5399933,169.4100037,169.8000031,168.8202057,90956700,AAPL,0.0,-0.018894112567590993,0.012945408246620526,0.006533447503630111,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,2
2022-01-19,170.0,171.0800018,165.9400024,166.2299957,165.2707977,94815000,AAPL,0.0,-0.02102477817917081,0.015789666233557185,0.005831622185066267,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,3
2022-01-20,166.9799957,169.6799927,164.1799927,164.5099945,163.56073,91420500,AAPL,0.0,-0.010347116913268284,0.012924582360900513,0.005118798985618146,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,2
2022-01-21,164.4199982,166.3300018,162.3000031,162.4100037,161.4728699,122848900,AAPL,0.0,-0.012765125951055833,0.010844073385420728,0.005331120350636877,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,2
2022-01-24,160.0200043,162.3000031,154.6999969,161.6199951,160.6873779,162294600,AAPL,0.0,-0.004864285339585828,0.010298091030802179,0.033655353609609015,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,2
2022-01-25,158.9799957,162.7599945,157.0200043,159.7799988,158.858017,115798400,AAPL,0.0,-0.011384707064627464,0.0065334475036300564,0.03308123360104106,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,2
2022-01-26,163.5,164.3899994,157.8200073,159.6900024,158.7685394,108275300,AAPL,0.0,-0.0005632519756908483,0.005831622185066209,0.031183819555105984,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,2
2022-01-27,162.4499969,163.8399963,158.2799988,159.2200012,158.301239,121954600,AAPL,0.0,-0.002943209925081569,0.005118798985618081,0.03020450165976491,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,2
2022-01-28,165.7100067,170.3500061,162.8000031,170.3300018,169.3471375,179935700,AAPL,0.0,0.06977766936482088,0.0053311203506368155,0.03327124691004436,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,2
2022-01-31,170.1600037,175.0,169.5099945,174.7799988,173.7714539,115541600,AAPL,0.0,0.026125737996675058,0.03365535360960901,0.01573199426362315,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,2
2022-02-01,174.0099945,174.8399963,172.3099976,174.6100006,173.6024628,86213900,AAPL,0.0,-0.0009726410411211583,0.033081233601041045,0.008560827330561134,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,3
2022-02-02,174.75,175.8800049,173.3300018,175.8399963,174.8253326,84914300,AAPL,0.0,0.007044245437108021,0.031183819555105973,0.013193815951571465,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,3
2022-02-03,174.4799957,176.2400055,172.1199951,172.8999939,171.9023132,89418100,AAPL,0.0,-0.016719759223516317,0.0302045016597649,0.013363725504617185,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,0,3
2022-02-04,171.6799927,174.1000061,170.6799927,172.3899994,171.6136322,82465400,AAPL,0.0,-0.0029496501908204964,0.03327124691004434,0.01573298532086224,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1,4
2022-02-07,172.8600006,173.9499969,170.9499969,171.6600037,170.8869171,77251200,AAPL,0.0,-0.004234559443939467,0.01573199426362313,0.018046908324113993,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,3
2022-02-08,171.7299957,175.3500061,171.4299927,174.8300018,174.0426331,74829200,AAPL,0.0,0.018466725105866777,0.008560827330561096,0.01822525672619121,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,3
2022-02-09,176.0500031,176.6499939,174.8999939,176.2799988,175.4860992,71285000,AAPL,0.0,0.008293753847001373,0.01319381595157144,0.019675920597173185,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,3
2022-02-10,174.1399994,175.4799957,171.5500031,172.1199951,171.3448334,90865900,AAPL,0.0,-0.023598841208977706,0.01336372550461716,0.018845141975607452,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,3
2022-02-11,172.3300018,173.0800018,168.0399933,168.6399994,167.8805084,98670700,AAPL,0.0,-0.020218427835639763,0.01573298532086222,0.0182631448770069,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,3
2022-02-14,167.3699951,169.5800018,166.5599976,168.8800049,168.1194305,86185500,AAPL,0.0,0.0014231825240387241,0.01804690832411398,0.016346516427428473,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,4
2022-02-15,170.9700012,172.9499969,170.25,172.7899933,172.0118256,62527400,AAPL,0.2782510221004486,0.02315246498432577,0.018225256726191193,0.01769784475394829,0.2782510221004486,0.2782510221004486,0.2782510221004486,0.2782510221004486,0.2782510221004486,1,1,1,1,0,1,4
2022-02-16,171.8500061,173.3399963,170.0500031,172.5500031,171.7729187,61177400,AAPL,-0.643239438533783,-0.0013889126066654045,0.019675920597173168,0.009775806131354993,-0.643239438533783,-0.643239438533783,-0.643239438533783,-0.643239438533783,-0.643239438533783,1,1,1,1,1,0,4
2022-02-17,171.0299988,171.9100037,168.4700012,168.8800049,168.1194305,69589300,AAPL,0.0,-0.021269186520229133,0.018845141975607434,0.01688438027310767,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,5
2022-02-18,169.8200073,170.5399933,166.1900024,167.3000031,166.5465546,82772700,AAPL,0.0,-0.009355765953083517,0.018263144877006882,0.018779702934663488,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,5
2022-02-22,164.9799957,166.6900024,162.1499939,164.3200073,163.5799866,91162800,AAPL,0.0,-0.017812287775145985,0.016346516427428456,0.01873852890549936,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,5
2022-02-23,165.5399933,166.1499939,159.75,160.0700073,159.3491211,90009200,AAPL,0.0,-0.025864166329062743,0.01769784475394827,0.017645595679342672,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,1,4
2022-02-24,152.5800018,162.8500061,152.0,162.7400055,162.0070953,141147500,AAPL,0.0,0.01668019040566393,0.009775806131354956,0.013078470672727244,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1,4
2022-02-25,163.8399963,165.1199951,160.8699951,164.8500061,164.1075897,91974200,AAPL,0.0,0.012965469636782023,0.01688438027310765,0.01265538927186146,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,3
2022-02-28,163.0599976,165.4199982,162.4299927,165.1199951,164.376358,95056600,AAPL,-0.5154305100440979,0.0016377858053353567,0.018779702934663467,0.01487766467204572,-0.5154305100440979,-0.5154305100440979,-0.5154305100440979,-0.5154305100440979,-0.5154305100440979,0,1,0,1,0,1,3
2022-03-01,164.6999969,166.6000061,161.9700012,163.1999969,162.4650116,83474400,AAPL,0.0,-0.011627896420643768,0.018738528905499343,0.017445171413777594,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,2
2022-03-02,164.3899994,167.3600006,162.9499969,166.5599976,165.8098907,79724800,AAPL,0.0,0.02058823997440906,0.01764559567934265,0.01744836019978926,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,3
2022-03-03,168.4700012,168.9100037,165.5500031,166.2299957,165.481369,76678400,AAPL,0.0,-0.0019812794473768047,0.013078470672727218,0.023345514483212093,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,3
2022-03-04,164.4900055,165.5500031,162.1000061,163.1699982,162.4351349,83737200,AAPL,0.0,-0.0184082149982272,0.012655389271861432,0.025389948274407236,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,4
2022-03-07,163.3600006,165.0200043,159.0399933,159.3000031,158.5825958,96418800,AAPL,0.0,-0.023717565377775474,0.014877664672045697,0.026000587790160377,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,4
2022-03-08,158.8200073,162.8800049,155.8000031,157.4400024,156.7309418,131148300,AAPL,0.2556575834751129,-0.011676087029530047,0.017445171413777577,0.026395778202388392,0.2556575834751129,0.2556575834751129,0.2556575834751129,0.2556575834751129,0.2556575834751129,0,1,1,1,1,1,5
2022-03-09,161.4799957,163.4100037,159.4100037,162.9499969,162.2161407,91454900,AAPL,0.0,0.0349974238821531,0.017448360199789244,0.03196925308893214,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,4
2022-03-10,160.1999969,160.3899994,155.9799957,158.5200043,157.8061066,105342000,AAPL,0.0,-0.027186208556472802,0.02334551448321208,0.030277819263029096,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,3
2022-03-11,158.9299927,159.2799988,154.5,154.7299957,154.0331573,96970100,AAPL,0.0,-0.023908708662582434,0.02538994827440722,0.027378850540164958,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,2
2022-03-14,151.4499969,154.1199951,150.1000061,150.6199951,149.9416504,108732100,AAPL,0.0,-0.02656240363354434,0.026000587790160363,0.023448494714869626,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
2022-03-15,150.8999939,155.5700073,150.3800049,155.0899963,154.3915253,92964300,AAPL,0.0,0.02967734261996391,0.026395778202388382,0.011009386992185255,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2022-03-16,157.0500031,160.0,154.4600067,159.5899963,158.8712769,102300200,AAPL,0.7174154818058014,0.029015411099084565,0.031969253088932136,0.009445837746439301,0.7174154818058014,0.7174154818058014,0.7174154818058014,0.7174154818058014,0.7174154818058014,1,0,0,0,0,0,0
2022-03-17,158.6100006,161.0,157.6300049,160.6199951,159.896637,75615400,AAPL,0.0,0.006454031103953373,0.030277819263029082,0.0072290855903476,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
2022-03-18,160.5099945,164.4799957,159.7599945,163.9799957,163.2415161,123511700,AAPL,0.0,0.02091894348463952,0.027378850540164944,0.007203564552639457,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,2
